|6.6.6
pyrolite_1.tab
           2
P(bar)
   1.0000000000000000
   6410.2307692307695
          40
T(K)
   300.00000000000000
   56.410256410256409
          40
          30
P(bar)         T(K)           rho,kg/m3      alpha,1/K      cp,J/K/kg      vp,km/s        vs,km/s        h,J/kg        	vol_Pl1 vol_Pl2 vol_O vol_Cpx1 vol_Cpx2 vol_ky vol_q vol_Opx vol_Gt1 vol_Gt2 vol_Sp vol_C2overc vol_Ring vol_Wad vol_st vol_Wus1 vol_Wus2 vol_Aki1 vol_Aki2 vol_capv vol_CF vol_Pv
  19231.7        1653.85        3259.97       0.383978E-004   1245.66        7.56705        4.32044      -0.112778E+008	0 0 0.564014 0.244753 0 0 0 0.181649 0 0 0.00958399 0 0 0 0 0 0 0 0 0 0 0
  25641.9        1653.85        3304.09       0.360533E-004   1241.51        7.77582        4.38643      -0.111049E+008	0 0 0.578893 0.240354 0 0 0 0.0874536 0.0932989 0 0 0 0 0 0 0 0 0 0 0 0 0
  32052.2        1653.85        3331.26       0.345721E-004   1238.30        7.89259        4.42504      -0.109272E+008	0 0 0.580302 0.245998 0 0 0 0.0490182 0.124682 0 0 0 0 0 0 0 0 0 0 0 0 0
  38462.4        1653.85        3352.90       0.333600E-004   1235.31        7.97497        4.45307      -0.107481E+008	0 0 0.580792 0.248693 0 0 0 0.0334684 0.137046 0 0 0 0 0 0 0 0 0 0 0 0 0
  44872.6        1653.85        3372.58       0.322683E-004   1232.51        8.04448        4.47628      -0.105688E+008	0 0 0.581022 0.249325 0 0 0 0.0262763 0.143376 0 0 0 0 0 0 0 0 0 0 0 0 0
  51282.8        1653.85        3391.29       0.312549E-004   1229.86        8.10808        4.49753      -0.103899E+008	0 0 0.581133 0.247633 0 0 0 0.0237991 0.147435 0 0 0 0 0 0 0 0 0 0 0 0 0
  57693.1        1653.85        3409.50       0.303024E-004   1227.36        8.16849        4.51750      -0.102115E+008	0 0 0.581201 0.244322 0 0 0 0.0236647 0.150812 0 0 0 0 0 0 0 0 0 0 0 0 0
  64103.3        1653.85        3427.15       0.294065E-004   1225.01        8.22583        4.53611      -0.100336E+008	0 0 0.58124 0.240262 0 0 0 0.0252599 0.153238 0 0 0 0 0 0 0 0 0 0 0 0 0
  70513.5        1653.85        3444.63       0.285557E-004   1222.78        8.28215        4.55434      -0.985629E+007	0 0 0.58129 0.23454 0 0 0 0.0279338 0.156236 0 0 0 0 0 0 0 0 0 0 0 0 0
  76923.8        1653.85        3461.75       0.277577E-004   1220.71        8.33705        4.57197      -0.967954E+007	0 0 0.581324 0.229599 0 0 0 0.0301246 0.158953 0 0 0 0 0 0 0 0 0 0 0 0 0
  83334.0        1653.85        3478.71       0.270120E-004   1218.79        8.39140        4.58944      -0.950312E+007	0 0 0.581383 0.225446 0 0 0 0.0308855 0.162285 0 0 0 0 0 0 0 0 0 0 0 0 0
  89744.2        1653.85        3495.68       0.263084E-004   1217.00        8.44548        4.60688      -0.932742E+007	0 0 0.581478 0.220409 0 0 0 0.0313212 0.166792 0 0 0 0 0 0 0 0 0 0 0 0 0
  96154.5        1653.85        3512.62       0.256518E-004   1215.35        8.49920        4.62427      -0.915212E+007	0 0 0.581614 0.215964 0 0 0 0.0301524 0.172269 0 0 0 0 0 0 0 0 0 0 0 0 0
  102565.        1653.85        3531.01       0.254311E-004   1215.18        8.56508        4.65306      -0.897914E+007	0 0 0.582012 0.20665 0 0 0 0 0.179015 0 0 0.0323235 0 0 0 0 0 0 0 0 0 0
  108975.        1653.85        3548.31       0.248463E-004   1213.73        8.61897        4.67117      -0.880571E+007	0 0 0.582251 0.195272 0 0 0 0 0.187315 0 0 0.0351618 0 0 0 0 0 0 0 0 0 0
  115385.        1653.85        3565.62       0.242671E-004   1212.28        8.67213        4.68876      -0.863272E+007	0 0 0.582526 0.185723 0 0 0 0 0.197665 0 0 0.0340872 0 0 0 0 0 0 0 0 0 0
  121795.        1653.85        3584.74       0.236425E-004   1210.68        8.72802        4.70667      -0.845933E+007	0 0 0.583091 0.174871 0 0 0 0 0.21798 0 0 0.024058 0 0 0 0 0 0 0 0 0 0
  128206.        1653.85        3605.11       0.229822E-004   1208.96        8.78478        4.72407      -0.828600E+007	0 0 0.583866 0.164677 0 0 0 0 0.246295 0 0 0.00516151 0 0 0 0 0 0 0 0 0 0
  134616.        1653.85        3735.15       0.238477E-004   1216.26        9.31094        5.05875      -0.815170E+007	0 0 0 0.157907 0 0 0 0 0.270369 0 0 0 0 0.571723 0 0 0 0 0 0 0 0
  141026.        1653.85        3752.81       0.233981E-004   1215.02        9.36643        5.07976      -0.798700E+007	0 0 0 0.136655 0 0 0 0 0.290867 0 0 0 0 0.572478 0 0 0 0 0 0 0 0
  147436.        1653.85        3770.28       0.229724E-004   1213.84        9.42235        5.10257      -0.782285E+007	0 0 0 0.114708 0 0 0 0 0.312075 0 0 0 0 0.573216 0 0 0 0 0 0 0 0
  153847.        1653.85        3787.94       0.225675E-004   1212.72        9.47949        5.12764      -0.765923E+007	0 0 0 0.0906468 0 0 0 0 0.335358 0 0 0 0 0.573995 0 0 0 0 0 0 0 0
  160257.        1653.85        3805.83       0.221819E-004   1211.64        9.53757        5.15465      -0.749621E+007	0 0 0 0.0643025 0 0 0 0 0.360868 0 0 0 0 0.574829 0 0 0 0 0 0 0 0
  166667.        1653.85        3824.35       0.218142E-004   1210.61        9.59739        5.18423      -0.733389E+007	0 0 0 0.0341595 0 0 0 0 0.390066 0 0 0 0 0.575774 0 0 0 0 0 0 0 0
  173077.        1653.85        3843.79       0.214493E-004   1209.56        9.65935        5.21675      -0.717282E+007	0 0 0 0.00139913 0 0 0 0 0.42185 0 0 0 0.00558924 0.571161 0 0 0 0 0 0 0 0
  179487.        1653.85        3902.86       0.193707E-004   1202.47        9.86664        5.35113      -0.704297E+007	0 0 0 0 0 0 0 0 0.428042 0 0 0 0.571958 0 0 0 0 0 0 0 0 0
  185898.        1653.85        3914.00       0.190945E-004   1201.68        9.89922        5.36111      -0.688422E+007	0 0 0 0 0 0 0 0 0.42801 0 0 0 0.57199 0 0 0 0 0 0 0 0 0
  192308.        1653.85        3925.04       0.188265E-004   1200.91        9.93144        5.37097      -0.672585E+007	0 0 0 0 0 0 0 0 0.427983 0 0 0 0.572017 0 0 0 0 0 0 0 0 0
  198718.        1653.85        3941.63       0.187275E-004   1201.08        9.97620        5.39097      -0.656952E+007	0 0 0 0 0 0 0 0 0.416497 0 0 0 0.572875 0 0 0 0 0 0 0.0106282 0 0
  205128.        1653.85        3968.77       0.187247E-004   1201.66        10.0743        5.45880      -0.642970E+007	0 0 0 0 0 0 0 0 0.352329 0 0 0 0.61031 0 0.012755 0 0 0 0 0.0246063 0 0
  211539.        1653.85        3992.05       0.186574E-004   1201.85        10.1589        5.51547      -0.628839E+007	0 0 0 0 0 0 0 0 0.300488 0 0 0 0.641583 0 0.0234828 0 0 0 0 0.034446 0 0
  217949.        1653.85        4010.35       0.185290E-004   1201.70        10.2222        5.55377      -0.614251E+007	0 0 0 0 0 0 0 0 0.268831 0 0 0 0.660454 0 0.0299675 0 0 0 0 0.0407468 0 0
  224359.        1653.85        4034.20       0.183399E-004   1201.45        10.2793        5.55935      -0.599523E+007	0 0 0 0 0 0 0 0 0.239972 0 0 0 0.580609 0 0 0 0 0.13345 0 0.0459685 0 0
  230769.        1653.85        4049.58       0.181602E-004   1201.04        10.3295        5.58281      -0.584693E+007	0 0 0 0 0 0 0 0 0.221316 0 0 0 0.581365 0 0 0 0 0.148029 0 0.0492899 0 0
  237180.        1653.85        4296.51       0.241013E-004   1229.62        10.6795        5.92799      -0.567830E+007	0 0 0 0 0 0 0 0 0.213808 0 0 0 0 0 0 0.176278 0 0 0 0.0544223 0 0.555492
  243590.        1653.85        4314.30       0.240223E-004   1229.46        10.7318        5.95965      -0.553846E+007	0 0 0 0 0 0 0 0 0.196941 0 0 0 0 0 0 0.176536 0 0 0 0.0565224 0 0.570001
  250000.        1653.85        4329.54       0.238983E-004   1229.07        10.7766        5.98511      -0.539780E+007	0 0 0 0 0 0 0 0 0.185254 0 0 0 0 0 0 0.176666 0 0 0 0.0578663 0 0.580213
  1.00000        1710.26        3111.68       0.439374E-004   1264.92        6.42001        3.08407      -0.117759E+008	0.126265 0 0.616451 0.0536373 0 0 0 0.203647 0 0 0 0 0 0 0 0 0 0 0 0 0 0
  6411.23        1710.26        3207.25       0.437298E-004   1263.38        7.35350        4.24711      -0.115732E+008	0 0 0.569707 0.249977 0 0 0 0.176685 0 0 0.00363048 0 0 0 0 0 0 0 0 0 0 0
  12821.5        1710.26        3230.34       0.412773E-004   1256.82        7.44571        4.27381      -0.113891E+008	0 0 0.568089 0.254243 0 0 0 0.172157 0 0 0.00551081 0 0 0 0 0 0 0 0 0 0 0
  19231.7        1710.26        3252.47       0.391773E-004   1251.20        7.53076        4.29866      -0.112056E+008	0 0 0.566609 0.255309 0 0 0 0.170887 0 0 0.0071952 0 0 0 0 0 0 0 0 0 0 0
  25641.9        1710.26        3292.99       0.367897E-004   1246.49        7.72047        4.35797      -0.110313E+008	0 0 0.578184 0.251378 0 0 0 0.0933876 0.0770501 0 0 0 0 0 0 0 0 0 0 0 0 0
  32052.2        1710.26        3322.97       0.351653E-004   1243.04        7.85467        4.40194      -0.108552E+008	0 0 0.58007 0.25737 0 0 0 0.0442187 0.118341 0 0 0 0 0 0 0 0 0 0 0 0 0
  38462.4        1710.26        3345.72       0.339033E-004   1239.93        7.94413        4.43241      -0.106767E+008	0 0 0.580737 0.262032 0 0 0 0.0228785 0.134353 0 0 0 0 0 0 0 0 0 0 0 0 0
  44872.6        1710.26        3365.92       0.327779E-004   1236.96        8.01633        4.45704      -0.104979E+008	0 0 0.581019 0.261989 0 0 0 0.0147977 0.142195 0 0 0 0 0 0 0 0 0 0 0 0 0
  51282.8        1710.26        3385.00       0.317390E-004   1234.16        8.08155        4.47908      -0.103192E+008	0 0 0.581159 0.260314 0 0 0 0.0113932 0.147134 0 0 0 0 0 0 0 0 0 0 0 0 0
  57693.1        1710.26        3403.32       0.307635E-004   1231.51        8.14218        4.49929      -0.101410E+008	0 0 0.581229 0.256797 0 0 0 0.0115101 0.150465 0 0 0 0 0 0 0 0 0 0 0 0 0
  64103.3        1710.26        3421.28       0.298383E-004   1229.00        8.20038        4.51840      -0.996332E+007	0 0 0.581284 0.251282 0 0 0 0.013859 0.153575 0 0 0 0 0 0 0 0 0 0 0 0 0
  70513.5        1710.26        3438.91       0.289728E-004   1226.66        8.25716        4.53705      -0.978619E+007	0 0 0.581328 0.246093 0 0 0 0.0159981 0.156581 0 0 0 0 0 0 0 0 0 0 0 0 0
  76923.8        1710.26        3456.20       0.281512E-004   1224.45        8.31234        4.55471      -0.960942E+007	0 0 0.581384 0.240307 0 0 0 0.018682 0.159628 0 0 0 0 0 0 0 0 0 0 0 0 0
  83334.0        1710.26        3473.44       0.273829E-004   1222.41        8.36731        4.57252      -0.943325E+007	0 0 0.581466 0.234794 0 0 0 0.0201934 0.163546 0 0 0 0 0 0 0 0 0 0 0 0 0
  89744.2        1710.26        3490.50       0.266572E-004   1220.50        8.42130        4.58990      -0.925756E+007	0 0 0.581557 0.229069 0 0 0 0.0215246 0.16785 0 0 0 0 0 0 0 0 0 0 0 0 0
  96154.5        1710.26        3507.69       0.259853E-004   1218.76        8.47588        4.60772      -0.908246E+007	0 0 0.581711 0.224047 0 0 0 0.020242 0.174 0 0 0 0 0 0 0 0 0 0 0 0 0
  102565.        1710.26        3525.80       0.255853E-004   1217.96        8.53757        4.63218      -0.890853E+007	0 0 0.582049 0.218996 0 0 0 0 0.182154 0 0 0.0168007 0 0 0 0 0 0 0 0 0 0
  108975.        1710.26        3543.52       0.249860E-004   1216.45        8.59261        4.65068      -0.873514E+007	0 0 0.582332 0.206028 0 0 0 0 0.191621 0 0 0.0200195 0 0 0 0 0 0 0 0 0 0
  115385.        1710.26        3561.20       0.243986E-004   1214.95        8.64661        4.66848      -0.856213E+007	0 0 0.582663 0.194383 0 0 0 0 0.202776 0 0 0.020178 0 0 0 0 0 0 0 0 0 0
  121795.        1710.26        3580.33       0.237680E-004   1213.30        8.70274        4.68654      -0.838908E+007	0 0 0.583216 0.183414 0 0 0 0 0.222691 0 0 0.0106791 0 0 0 0 0 0 0 0 0 0
  128206.        1710.26        3600.89       0.231458E-004   1211.68        8.76177        4.70600      -0.821669E+007	0 0 0.584001 0.166252 0 0 0 0 0.249747 0 0 0 0 0 0 0 0 0 0 0 0 0
  134616.        1710.26        3641.49       0.229155E-004   1212.25        8.90837        4.78703      -0.805394E+007	0 0 0.469907 0.14809 0 0 0 0 0.269835 0 0 0 0 0.112168 0 0 0 0 0 0 0 0
  141026.        1710.26        3747.92       0.236011E-004   1218.26        9.34408        5.06314      -0.791801E+007	0 0 0 0.135796 0 0 0 0 0.291633 0 0 0 0 0.572571 0 0 0 0 0 0 0 0
  147436.        1710.26        3765.60       0.231663E-004   1217.03        9.40080        5.08636      -0.775393E+007	0 0 0 0.113238 0 0 0 0 0.313434 0 0 0 0 0.573328 0 0 0 0 0 0 0 0
  153847.        1710.26        3783.33       0.227539E-004   1215.86        9.45807        5.11134      -0.759042E+007	0 0 0 0.0891708 0 0 0 0 0.336718 0 0 0 0 0.574111 0 0 0 0 0 0 0 0
  160257.        1710.26        3801.38       0.223609E-004   1214.73        9.51662        5.13852      -0.742750E+007	0 0 0 0.0624695 0 0 0 0 0.362574 0 0 0 0 0.574957 0 0 0 0 0 0 0 0
  166667.        1710.26        3819.73       0.219881E-004   1213.66        9.57554        5.16724      -0.726530E+007	0 0 0 0.0334201 0 0 0 0 0.3907 0 0 0 0 0.575879 0 0 0 0 0 0 0 0
  173077.        1710.26        3838.70       0.216354E-004   1212.64        9.63532        5.19805      -0.710402E+007	0 0 0 0.0011225 0 0 0 0 0.421982 0 0 0 0 0.576896 0 0 0 0 0 0 0 0
  179487.        1710.26        3871.43       0.205274E-004   1208.85        9.75038        5.26619      -0.695758E+007	0 0 0 0 0 0 0 0 0.425203 0 0 0 0.252222 0.322575 0 0 0 0 0 0 0 0
  185898.        1710.26        3909.73       0.192364E-004   1204.40        9.87871        5.34562      -0.681628E+007	0 0 0 0 0 0 0 0 0.427981 0 0 0 0.572019 0 0 0 0 0 0 0 0 0
  192308.        1710.26        3920.82       0.189643E-004   1203.60        9.91111        5.35551      -0.665794E+007	0 0 0 0 0 0 0 0 0.427949 0 0 0 0.572051 0 0 0 0 0 0 0 0 0
  198718.        1710.26        3935.82       0.188165E-004   1203.51        9.95241        5.37266      -0.650114E+007	0 0 0 0 0 0 0 0 0.419721 0 0 0 0.572669 0 0 0 0 0 0 0.00761027 0 0
  205128.        1710.26        3952.29       0.187218E-004   1203.70        9.99712        5.39282      -0.634565E+007	0 0 0 0 0 0 0 0 0.408242 0 0 0 0.573511 0 0 0 0 0 0 0.0182468 0 0
  211539.        1710.26        3975.53       0.186701E-004   1204.05        10.0789        5.44664      -0.620271E+007	0 0 0 0 0 0 0 0 0.359206 0 0 0 0.60186 0 0.00965887 0 0 0 0 0.0292743 0 0
  217949.        1710.26        3998.13       0.185886E-004   1204.17        10.1622        5.50246      -0.606226E+007	0 0 0 0 0 0 0 0 0.307949 0 0 0 0.63365 0 0.0206194 0 0 0 0 0.0377809 0 0
  224359.        1710.26        4023.04       0.184301E-004   1204.04        10.2304        5.52317      -0.591860E+007	0 0 0 0 0 0 0 0 0.268131 0 0 0 0.579525 0 0 0 0 0.108464 0 0.0438797 0 0
  230769.        1710.26        4040.70       0.182642E-004   1203.71        10.2893        5.55282      -0.577281E+007	0 0 0 0 0 0 0 0 0.240495 0 0 0 0.580631 0 0 0 0 0.130902 0 0.0479718 0 0
  237180.        1710.26        4287.55       0.242112E-004   1233.42        10.6505        5.90206      -0.560601E+007	0 0 0 0 0 0 0 0 0.220144 0 0 0 0 0 0 0.176182 0 0 0 0.0541497 0 0.549524
  243590.        1710.26        4306.41       0.241499E-004   1233.36        10.7062        5.93658      -0.546695E+007	0 0 0 0 0 0 0 0 0.201034 0 0 0 0 0 0 0.176482 0 0 0 0.056188 0 0.566296
  250000.        1710.26        4322.82       0.240458E-004   1233.08        10.7547        5.96511      -0.532678E+007	0 0 0 0 0 0 0 0 0.186793 0 0 0 0 0 0 0.176668 0 0 0 0.0576306 0 0.578908
  1.00000        1766.67        3106.75       0.454798E-004   1272.81        6.36975        3.05993      -0.117023E+008	0.119563 0 0.614046 0.0561347 0 0 0 0.210256 0 0 0 0 0 0 0 0 0 0 0 0 0 0
  6411.23        1766.67        3198.96       0.447710E-004   1270.12        7.31298        4.22358      -0.115002E+008	0 0 0.57225 0.259084 0 0 0 0.167389 0 0 0.00127648 0 0 0 0 0 0 0 0 0 0 0
  12821.5        1766.67        3222.47       0.421607E-004   1262.93        7.40898        4.25146      -0.113164E+008	0 0 0.570353 0.266235 0 0 0 0.159991 0 0 0.00342092 0 0 0 0 0 0 0 0 0 0 0
  19231.7        1766.67        3244.91       0.399681E-004   1256.86        7.49586        4.27709      -0.111332E+008	0 0 0.568787 0.268161 0 0 0 0.157861 0 0 0.00519099 0 0 0 0 0 0 0 0 0 0 0
  25641.9        1766.67        3280.41       0.376108E-004   1251.62        7.65746        4.32690      -0.109567E+008	0 0 0.577265 0.265732 0 0 0 0.101277 0.055726 0 0 0 0 0 0 0 0 0 0 0 0 0
  32052.2        1766.67        3313.23       0.358097E-004   1247.84        7.80892        4.37626      -0.107820E+008	0 0 0.579598 0.27134 0 0 0 0.0427203 0.106343 0 0 0 0 0 0 0 0 0 0 0 0 0
  38462.4        1766.67        3334.10       0.344893E-004   1244.22        7.88459        4.40166      -0.106020E+008	0 0 0.579894 0.270465 0 0 0 0.0363708 0.11327 0 0 0 0 0 0 0 0 0 0 0 0 0
  44872.6        1766.67        3356.68       0.332736E-004   1241.10        7.97072        4.43084      -0.104246E+008	0 0 0.580561 0.269346 0 0 0 0.0201216 0.129972 0 0 0 0 0 0 0 0 0 0 0 0 0
  51282.8        1766.67        3378.44       0.322276E-004   1238.47        8.05405        4.46012      -0.102482E+008	0 0 0.581157 0.272706 0 0 0 0 0.146137 0 0 0 0 0 0 0 0 0 0 0 0 0
  57693.1        1766.67        3397.14       0.312264E-004   1235.67        8.11605        4.48115      -0.100703E+008	0 0 0.581258 0.268365 0 0 0 0 0.150377 0 0 0 0 0 0 0 0 0 0 0 0 0
  64103.3        1766.67        3415.29       0.302678E-004   1232.96        8.17394        4.50007      -0.989239E+007	0 0 0.581315 0.261711 0 0 0 0.0035704 0.153404 0 0 0 0 0 0 0 0 0 0 0 0 0
  70513.5        1766.67        3433.26       0.293844E-004   1230.51        8.23206        4.51929      -0.971538E+007	0 0 0.581404 0.256544 0 0 0 0.00467361 0.157379 0 0 0 0 0 0 0 0 0 0 0 0 0
  76923.8        1766.67        3450.82       0.285549E-004   1228.22        8.28848        4.53783      -0.953893E+007	0 0 0.581473 0.251552 0 0 0 0.0059226 0.161052 0 0 0 0 0 0 0 0 0 0 0 0 0
  83334.0        1766.67        3468.45       0.277660E-004   1226.06        8.34441        4.55605      -0.936279E+007	0 0 0.581593 0.245047 0 0 0 0.00736672 0.165993 0 0 0 0 0 0 0 0 0 0 0 0 0
  89744.2        1766.67        3486.09       0.270283E-004   1224.07        8.40030        4.57439      -0.918718E+007	0 0 0.581758 0.238571 0 0 0 0.00743205 0.17224 0 0 0 0 0 0 0 0 0 0 0 0 0
  96154.5        1766.67        3503.75       0.263396E-004   1222.23        8.45600        4.59275      -0.901212E+007	0 0 0.58197 0.232262 0 0 0 0.00597998 0.179787 0 0 0 0 0 0 0 0 0 0 0 0 0
  102565.        1766.67        3520.90       0.256877E-004   1220.49        8.50962        4.61033      -0.883784E+007	0 0 0.582136 0.226017 0 0 0 0.00544797 0.1864 0 0 0 0 0 0 0 0 0 0 0 0 0
  108975.        1766.67        3538.57       0.251184E-004   1219.04        8.56549        4.62973      -0.866425E+007	0 0 0.582412 0.218739 0 0 0 0 0.19577 0 0 0.00307968 0 0 0 0 0 0 0 0 0 0
  115385.        1766.67        3557.30       0.244943E-004   1217.40        8.62197        4.64833      -0.849106E+007	0 0 0.582866 0.205226 0 0 0 0 0.211019 0 0 0.000888043 0 0 0 0 0 0 0 0 0 0
  121795.        1766.67        3577.43       0.238963E-004   1215.87        8.68284        4.66994      -0.831855E+007	0 0 0.583566 0.183228 0 0 0 0 0.233206 0 0 0 0 0 0 0 0 0 0 0 0 0
  128206.        1766.67        3595.80       0.233512E-004   1214.48        8.73739        4.68803      -0.814771E+007	0 0 0.584011 0.167219 0 0 0 0 0.248771 0 0 0 0 0 0 0 0 0 0 0 0 0
  134616.        1766.67        3615.37       0.228244E-004   1213.15        8.79637        4.70987      -0.797734E+007	0 0 0.584671 0.144251 0 0 0 0 0.271078 0 0 0 0 0 0 0 0 0 0 0 0 0
  141026.        1766.67        3743.11       0.238055E-004   1221.45        9.32192        5.04663      -0.784883E+007	0 0 0 0.134522 0 0 0 0 0.292809 0 0 0 0 0.572669 0 0 0 0 0 0 0 0
  147436.        1766.67        3760.93       0.233637E-004   1220.16        9.37972        5.07103      -0.768462E+007	0 0 0 0.111442 0 0 0 0 0.315119 0 0 0 0 0.573439 0 0 0 0 0 0 0 0
  153847.        1766.67        3779.53       0.229442E-004   1218.94        9.43972        5.09849      -0.752092E+007	0 0 0 0.0837709 0 0 0 0 0.341861 0 0 0 0 0.574368 0 0 0 0 0 0 0 0
  160257.        1766.67        3797.67       0.225469E-004   1217.77        9.49729        5.12476      -0.735832E+007	0 0 0 0.0574876 0 0 0 0 0.367292 0 0 0 0 0.575221 0 0 0 0 0 0 0 0
  166667.        1766.67        3815.25       0.221645E-004   1216.65        9.55394        5.15066      -0.719658E+007	0 0 0 0.0321313 0 0 0 0 0.391871 0 0 0 0 0.575998 0 0 0 0 0 0 0 0
